Country Name,Country Code,Series Name,Series Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Afghanistan,AFG,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..
Afghanistan,AFG,Poverty gap at national poverty lines (%),SI.POV.NAGP,..,..,..,..,..
Afghanistan,AFG,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,54.5,..,..
Afghanistan,AFG,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,..,..,..,..,..
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.4899997711182,17.0799999237061,15.2200002670288,13.75,12.3400001525879
Albania,ALB,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,15.1529998779297,17.0979995727539,14.5729999542236,12.5629997253418,11.2290000915527
Albania,ALB,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,19.0890007019043,17.068000793457,15.6780004501343,14.5900001525879,13.1269998550415
Albania,ALB,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,14.9300003051758,13.789999961853,..,..,..
Albania,ALB,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,21.3299999237061,20.3700008392334,..,..,..
Albania,ALB,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,17.1900005340576,19.1000003814697,..,..,..
Albania,ALB,"Population, total",SP.POP.TOTL,2889104,2880703,2876101,2873457,2866376
Albania,ALB,Net migration,SM.POP.NETM,..,..,..,-69998,..
Albania,ALB,"Labor force, total",SL.TLF.TOTL.IN,1235799,1289562,1302836,1316869,1318022
Albania,ALB,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,52.9519996643066,55.0410003662109,55.5019989013672,55.9080009460449,55.8530006408691
Albania,ALB,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,53.0800018310547,55.5800018310547,..,57.5999984741211,..
Albania,ALB,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,59.3300018310547,60.1199989318848,..,63.3899993896484,..
Albania,ALB,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,74.0699996948242,73.1999969482422,..,73.3000030517578,..
Albania,ALB,Refugee population by country or territory of asylum,SM.POP.REFG,104,104,138,89,131
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,13228244336.3241,11386927679.0875,11861353752.0672,13025064966.5784,15102500898.238
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,4578.66672031333,3952.82945832578,4124.10890718622,4532.89016212124,5268.84850355919
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.77448677132742,2.21875146034631,3.31480475341897,3.82108141669866,4.14523793594839
Albania,ALB,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-10.7753201724505,-8.60482411950283,-7.59072749470129,-7.54113649967745,-6.68921188719052
Albania,ALB,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,11666244899.5809,10257572405.7886,10860478619.2123,11795973483.1559,..
Albania,ALB,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-1074294190.46156,-910256725.971608,-1037328978.03745,-1128922245.43328,-1208920405.82958
Albania,ALB,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,3442.23666278258,..,..,..,..
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.62586504402605,1.89617402592348,1.27543168367409,1.98666133171194,2.02805963071135
Albania,ALB,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,105.48,125.961666666667,124.1425,119.1,107.989166666667
Albania,ALB,Lending interest rate (%),FR.INR.LEND,8.65861747758377,8.72595714655935,9.65416666666667,6.59333333333333,5.9325
Albania,ALB,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,3.43797,3.96209,3.61025,2.46866
Albania,ALB,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,86.5061,87.83338,87.37654,88.46079,89.1819
Albania,ALB,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,18.92294,18.61557,18.19844,17.94478,17.57287
Albania,ALB,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,14.29575,13.50589,12.22137,11.60265,11.19927
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,98.14115
Albania,ALB,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,94.38111,99.15678,..,88.16437,96.33482
Albania,ALB,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..
Albania,ALB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..
Albania,ALB,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,..,..,..,..,..
Albania,ALB,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,41.5610008239746,41.0190010070801,41.9000015258789,42.806999206543,43.7319984436035
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,105.441751824818,105.135145985401,104.967189781022,104.870693430657,104.612262773723
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,56.423,57.434,58.421,59.383,60.319
Albania,ALB,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,808.455839595944,..,..,..,..
Albania,ALB,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..
Albania,ALB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..
Albania,ALB,GINI index (World Bank estimate),SI.POV.GINI,34.6,32.9,33.7,33.2,..
Albania,ALB,Poverty gap at national poverty lines (%),SI.POV.NAGP,..,..,..,..,..
Albania,ALB,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
Albania,ALB,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,3.7,4.15121016869178,4.2,4.1,..
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.2069997787476,11.206000328064,10.2019996643066,11.996000289917,11.8819999694824
Algeria,DZA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,15.6350002288818,16.6749992370605,18.6299991607666,21.1140003204346,21.0580005645752
Algeria,DZA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,8.98600006103516,9.98799991607666,8.34799957275391,10.0209999084473,9.92599964141846
Algeria,DZA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
Algeria,DZA,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..
Algeria,DZA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..
Algeria,DZA,"Population, total",SP.POP.TOTL,38923687,39728025,40551404,41389198,42228429
Algeria,DZA,Net migration,SM.POP.NETM,..,..,..,-50002,..
Algeria,DZA,"Labor force, total",SL.TLF.TOTL.IN,11585753,11742189,11904866,12051687,12173459
Algeria,DZA,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,41.4930000305176,41.4580001831055,41.4269981384277,41.3839988708496,41.2700004577637
Algeria,DZA,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..
Algeria,DZA,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..
Algeria,DZA,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..
Algeria,DZA,Refugee population by country or territory of asylum,SM.POP.REFG,94128,94182,94232,94243,94350
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,213808808746.696,165978425168.386,160032930353.764,167390266100.763,173757952824.25
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,5493.02558996263,4177.86751715913,3946.4214445883,4044.29837226523,4114.71506136896
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.80000000000011,3.69999999999986,3.20000000000013,1.29999999999997,1.39999999999998
Algeria,DZA,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,-4.33299403477184,-16.2898491933518,-16.3741589175905,-13.1780131486821,..
Algeria,DZA,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,159771676553.289,130925795413.069,133189880133.328,134832633155.502,..
Algeria,DZA,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,-1520777119.23079,638915215.34559,-1591723072.05371,-1204341137.05261,..
Algeria,DZA,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,1734.25495204708,1765.40961228292,1786.63932425158,1781.98297620391,1795.47247493639
Algeria,DZA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.91692692067457,4.78444700693894,6.39769480268749,5.59111590961673,4.26999020467078
Algeria,DZA,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,80.5790166666667,100.691433333333,109.443066666667,110.973016666667,116.593791666667
Algeria,DZA,Lending interest rate (%),FR.INR.LEND,8,8,8,8,8
Algeria,DZA,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
Algeria,DZA,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..
Algeria,DZA,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,23.66406,23.83613,24.2355,24.22505,24.32018
Algeria,DZA,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..
Algeria,DZA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,81.40784
Algeria,DZA,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,79.29411,76.15144,79.1348,..,84.64131
Algeria,DZA,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..
Algeria,DZA,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..
Algeria,DZA,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,..,..,..,..,..
Algeria,DZA,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,68.8000030517578,68.6279983520508,68.4509963989258,68.2689971923828,68.3310012817383
Algeria,DZA,Population density (people per sq. km of land area),EN.POP.DNST,16.3425424269652,16.680252672416,17.0259574932612,17.3777146120063,17.7300750711665
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,70.221,70.848,71.459,72.052,72.629
Algeria,DZA,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,1327.53554410198,..,..,..,..
Algeria,DZA,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,357.898590087891,290.503601074219,260.422393798828,258.494293212891,..
Algeria,DZA,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,0.54243,..
Algeria,DZA,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..
Algeria,DZA,Poverty gap at national poverty lines (%),SI.POV.NAGP,..,..,..,..,..
Algeria,DZA,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
Algeria,DZA,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,2.8,2.98897339593561,3,3.4,..
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
American Samoa,ASM,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..
American Samoa,ASM,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..
American Samoa,ASM,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
American Samoa,ASM,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..
American Samoa,ASM,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..
American Samoa,ASM,"Population, total",SP.POP.TOTL,55791,55812,55741,55620,55465
American Samoa,ASM,Net migration,SM.POP.NETM,..,..,..,..,..
American Samoa,ASM,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..
American Samoa,ASM,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..
American Samoa,ASM,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..
American Samoa,ASM,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..
American Samoa,ASM,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..
American Samoa,ASM,Refugee population by country or territory of asylum,SM.POP.REFG,..,..,..,..,..
American Samoa,ASM,GDP (current US$),NY.GDP.MKTP.CD,642000000,661000000,652000000,602000000,636000000
American Samoa,ASM,GDP per capita (current US$),NY.GDP.PCAP.CD,11507.2323493037,11843.3311832581,11696.9555623329,10823.4448040273,11466.6907058505
American Samoa,ASM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.944881889763806,1.40405616224648,-2.76923076923077,-5.85443037974683,2.18487394957982
American Samoa,ASM,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..
American Samoa,ASM,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..
American Samoa,ASM,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..
American Samoa,ASM,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,7035.25545352967,7013.70348487132,7098.35294197418,7113.79524161422,7152.698268256
American Samoa,ASM,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
American Samoa,ASM,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..
American Samoa,ASM,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..
American Samoa,ASM,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,..,..,..,..,..
American Samoa,ASM,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..
American Samoa,ASM,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,..,..,..,..,..
American Samoa,ASM,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,..,..,..,..,..
American Samoa,ASM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..
American Samoa,ASM,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..
American Samoa,ASM,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..
American Samoa,ASM,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..
American Samoa,ASM,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,..,..,..,..,..
American Samoa,ASM,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..
American Samoa,ASM,Population density (people per sq. km of land area),EN.POP.DNST,278.955,279.06,278.705,278.1,277.325
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,87.288,87.238,87.198,87.17,87.153
American Samoa,ASM,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
American Samoa,ASM,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,..,..,..,..,..
American Samoa,ASM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..
American Samoa,ASM,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..
American Samoa,ASM,Poverty gap at national poverty lines (%),SI.POV.NAGP,..,..,..,..,..
American Samoa,ASM,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
American Samoa,ASM,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..
Andorra,AND,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,..,..,..,..,..
Andorra,AND,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,..,..,..,..,..
Andorra,AND,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
Andorra,AND,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..
Andorra,AND,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..
Andorra,AND,"Population, total",SP.POP.TOTL,79213,78011,77297,77001,77006
Andorra,AND,Net migration,SM.POP.NETM,..,..,..,..,..
Andorra,AND,"Labor force, total",SL.TLF.TOTL.IN,..,..,..,..,..
Andorra,AND,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.ZS,..,..,..,..,..
Andorra,AND,Labor force with basic education (% of total working-age population with basic education),SL.TLF.BASC.ZS,..,..,..,..,..
Andorra,AND,Labor force with intermediate education (% of total working-age population with intermediate education),SL.TLF.INTM.ZS,..,..,..,..,..
Andorra,AND,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..
Andorra,AND,Refugee population by country or territory of asylum,SM.POP.REFG,..,..,..,..,..
Andorra,AND,GDP (current US$),NY.GDP.MKTP.CD,3350736367.25488,2811489408.89431,2877311946.90265,3013387423.93509,3236543909.34844
Andorra,AND,GDP per capita (current US$),NY.GDP.PCAP.CD,42300.3341276669,36039.6534962289,37224.1089162924,39134.3933706717,42029.7627372989
Andorra,AND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.27768315306425,0.842203518374134,1.8891243866394,1.72402223678981,1.62934547096762
Andorra,AND,Current account balance (% of GDP),BN.CAB.XOKA.GD.ZS,..,..,..,..,..
Andorra,AND,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,..,..,..,..,..
Andorra,AND,"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,..,..,..,..,..
Andorra,AND,Households and NPISHs Final consumption expenditure per capita (constant 2010 US$),NE.CON.PRVT.PC.KD,..,..,..,..,..
Andorra,AND,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,..,..,..,..,..
Andorra,AND,"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,..,..,..,..,..
Andorra,AND,Lending interest rate (%),FR.INR.LEND,..,..,..,..,..
Andorra,AND,"Government expenditure on education, total (% of GDP)",SE.XPD.TOTL.GD.ZS,2.99781,3.25368,3.2567,3.19505,3.22691
Andorra,AND,"School enrollment, secondary, female (% net)",SE.SEC.NENR.FE,..,..,..,..,..
Andorra,AND,"Pupil-teacher ratio, primary",SE.PRM.ENRL.TC.ZS,9.51991,9.93795,10.06635,10.5,10.49757
Andorra,AND,"Pupil-teacher ratio, secondary",SE.SEC.ENRL.TC.ZS,8.65531,8.07904,7.94434,8.22711,8.01599
Andorra,AND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..,..,..,..,..
Andorra,AND,"Lower secondary completion rate, total (% of relevant age group)",SE.SEC.CMPT.LO.ZS,..,..,..,..,..
Andorra,AND,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..
Andorra,AND,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..
Andorra,AND,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,..,..,..,..,..
Andorra,AND,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",SL.EMP.WORK.ZS,..,..,..,..,..
Andorra,AND,Population density (people per sq. km of land area),EN.POP.DNST,168.53829787234,165.98085106383,164.46170212766,163.831914893617,163.842553191489
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,88.441,88.345,88.248,88.15,88.062
Andorra,AND,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,..,..,..,..,..
Andorra,AND,Current health expenditure per capita (current US$),SH.XPD.CHEX.PC.CD,4346.25830078125,3695.06787109375,3843.70288085938,4040.78662109375,..
Andorra,AND,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..
Andorra,AND,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..
Andorra,AND,Poverty gap at national poverty lines (%),SI.POV.NAGP,..,..,..,..,..
Andorra,AND,Poverty headcount ratio at national poverty lines (% of population),SI.POV.NAHC,..,..,..,..,..
Andorra,AND,"Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards)",IQ.WEF.PORT.XQ,..,..,..,..,..
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.33099985122681,7.28200006484985,7.22300004959106,7.11899995803833,7.01900005340576
Angola,AGO,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,7.7189998626709,7.68100023269653,7.56300020217896,7.46700000762939,7.3270001411438
Angola,AGO,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,6.94199991226196,6.88299989700317,6.88199996948242,6.76900005340576,6.70800018310547
